Year,Age,Credit,Sex,MaritalStatus,Miles,YearsOwned,CarAge,Value,BodilyInjury,Drivers,Claims
2019,45,B,M,Married,10000,0,5,13000,0,1,0
2019,60,B,F,Single,13000,4,4,13000,1411,1,1
2019,40,D,M,Married,5000,5,5,19000,19856,2,2
2019,58,F,F,Married,7000,0,4,17000,11338,2,2
2019,31,G,F,Single,12000,0,9,27500,13303,3,2
2019,49,A,F,Married,13000,0,4,27500,2373,1,1
2019,46,A,F,Single,12000,0,0,15000,11822,1,2
2019,56,D,M,Single,15000,0,0,7500,674,1,1
2019,33,C,F,Single,15000,10,10,6500,1433,1,1
2019,50,E,F,Single,6000,0,9,3500,6974,2,2
2019,28,A,F,Single,8000,0,1,7500,680,3,1
2019,25,C,F,Single,12000,0,12,15000,8269,2,2
2019,35,A,F,Single,20000,4,4,27500,1155,1,1
2019,51,G,M,Single,2000,3,8,42500,33786,1,2
2019,57,B,M,Single,11000,0,4,19000,27394,1,2
2019,73,A,F,Single,3000,0,10,17000,11535,3,2
2019,38,C,F,Single,9000,0,2,15000,3055,1,1
2019,65,C,M,Married,10000,3,6,19000,10883,1,2
2019,24,B,F,Divorced,8000,7,7,9500,39063,1,2
2019,28,G,F,Single,10000,2,5,13000,0,1,0
2019,57,B,F,Married,15000,0,4,13000,5166,2,2
2019,66,E,M,Married,14000,0,3,13000,2388,1,1
2019,55,H,M,Single,17000,0,7,7500,674,1,1
2019,61,A,M,Single,19000,0,0,32500,1970,1,1
2019,40,G,M,Single,16000,1,1,42500,14831,1,2
2019,77,A,F,Married,5000,3,11,4500,35302,2,2
2019,66,E,M,Married,7000,0,9,19000,7361,2,2
2019,70,C,M,Single,6000,1,12,500,15154,1,2
2019,34,C,F,Single,2000,3,13,4500,5873,3,2
2019,50,A,M,Single,11000,0,7,32500,2297,1,1
2019,62,F,M,Single,12000,0,10,19000,603,2,1
2019,38,E,F,Married,10000,1,1,11000,8235,2,2
2019,80,H,M,Single,5000,3,16,1500,13562,3,2
2019,47,F,M,Single,7000,0,0,42500,11023,3,2
2019,68,C,M,Single,5000,9,9,5500,7305,1,2
2019,30,G,M,Married,10000,6,6,11000,44608,2,2
2019,44,C,M,Single,13000,0,11,8500,814,1,1
2019,26,D,F,Single,12000,0,3,11000,12464,2,2
2019,23,G,M,Single,4000,1,7,4500,48952,1,2
2019,49,B,M,Married,9000,0,5,7500,1285,2,1
2019,56,B,M,Single,6000,5,6,13000,6333,2,2
2019,54,C,M,Single,11000,4,13,3500,22419,1,2
2019,65,D,F,Married,7000,5,7,3500,4607,2,2
2019,51,B,M,Single,8000,0,0,65000,10519,1,2
2019,57,B,M,Married,11000,0,11,9500,1116,2,1
2019,48,C,M,Single,15000,1,2,42500,1908,1,1
2019,40,F,M,Married,6000,3,16,9500,1256,2,1
2019,26,C,F,Divorced,14000,2,2,75000,815,4,1
2019,29,D,M,Single,7000,10,13,5500,1703,1,1
2019,56,B,F,Single,4000,1,8,15000,1678,4,1
2019,67,D,M,Married,12000,3,3,27500,12153,2,2
2019,39,D,F,Single,13000,2,2,500,2161,1,1
2019,66,B,M,Divorced,9000,0,8,37500,13555,2,2
2019,47,C,M,Single,11000,8,16,4500,4333,3,2
2019,62,G,F,Married,6000,0,6,9500,11728,2,2
2019,28,E,F,Single,7000,0,12,2500,17387,1,2
2019,31,C,M,Single,8000,4,16,8500,13531,1,2
2019,44,B,M,Single,12000,0,2,7500,7295,1,2
2019,22,D,F,Single,5000,1,10,3500,2492,1,1
2019,75,A,M,Single,7000,1,10,5500,2594,1,1
2019,22,H,F,Married,11000,0,3,6500,25984,2,2
2019,62,H,F,Single,4000,5,14,2500,28848,2,2
2019,34,A,M,Single,5000,3,8,11000,5357,1,2
2019,62,F,M,Married,20000,0,6,7500,12271,3,2
2019,61,B,F,Single,11000,4,11,1500,5857,1,2
2019,38,A,F,Married,9000,3,3,75000,36735,1,2
2019,58,F,F,Married,11000,4,4,19000,1097,2,1
2019,35,E,F,Single,12000,0,4,32500,1196,1,1
2019,37,C,M,Single,15000,0,0,47500,0,1,0
2019,25,C,M,Divorced,8000,0,5,17000,5356,1,2
2019,38,B,F,Single,10000,3,7,1500,1512,3,1
2019,58,D,M,Single,8000,1,6,4500,1339,4,1
2019,27,E,M,Single,4000,5,9,15000,1013,1,1
2019,28,E,M,Married,13000,2,6,19000,1388,1,1
2019,38,C,M,Married,15000,0,6,500,5622,2,2
2019,65,B,M,Single,8000,0,4,19000,580,1,1
2019,32,E,M,Single,11000,0,7,17000,7762,3,2
2019,32,B,F,Single,15000,1,2,1500,16865,1,2
2019,51,E,M,Single,6000,0,6,19000,0,1,0
2019,31,A,M,Single,12000,0,3,19000,532,1,1
2019,44,B,M,Married,11000,4,14,13000,11196,4,2
2019,57,B,M,Single,9000,1,1,11000,1520,1,1
2019,61,G,F,Single,12000,0,3,11000,1140,1,1
2019,50,H,M,Married,12000,5,6,4500,6410,1,2
2019,54,H,M,Single,8000,5,10,4500,1628,1,1
2019,46,C,M,Married,9000,6,6,1500,6045,2,2
2019,50,B,M,Married,18000,0,0,27500,10828,2,2
2019,50,D,M,Married,11000,1,1,500,4984,2,2
2019,38,F,M,Single,14000,5,7,9500,1536,1,1
2019,68,H,F,Married,10000,4,4,4500,5169,3,2
2019,31,C,F,Single,10000,7,7,3500,6575,1,2
2019,51,C,M,Single,13000,3,11,11000,0,1,0
2019,48,C,M,Married,14000,9,10,13000,8207,2,2
2019,39,F,F,Single,4000,0,6,19000,2634,1,1
2019,35,H,F,Married,15000,4,4,13000,15495,2,2
2019,80,E,F,Single,15000,5,9,19000,10200,1,2
2019,43,F,F,Single,16000,1,1,8500,9163,1,2
2019,74,F,M,Divorced,21000,0,2,11000,15119,2,2
2019,46,E,F,Single,12000,2,9,17000,2119,1,1
2019,26,G,M,Single,10000,1,7,7500,14093,1,2
2019,62,E,M,Widowed,9000,0,0,85000,9551,1,2
2019,66,B,F,Single,11000,7,7,17000,14260,1,2
2019,68,D,F,Married,8000,9,19,3500,6478,1,2
2019,43,D,M,Single,10000,7,8,500,28139,1,2
2019,31,C,M,Single,14000,2,9,15000,4238,2,2
2019,69,G,M,Single,10000,3,8,6500,3222,3,1
2019,60,D,M,Married,9000,3,13,2500,11366,2,2
2019,46,A,F,Single,11000,2,6,3500,8370,1,2
2019,29,A,F,Married,13000,0,3,15000,3108,2,1
2019,52,F,F,Single,9000,3,14,13000,3982,1,2
2019,58,B,M,Single,16000,0,5,42500,1217,4,1
2019,46,F,M,Single,12000,0,4,19000,0,1,0
2019,48,C,M,Single,12000,0,4,19000,12205,1,2
2019,62,H,F,Married,5000,0,5,15000,46108,2,2
2019,55,F,F,Single,7000,2,7,37500,23132,1,2
2019,58,G,M,Divorced,12000,0,10,37500,4503,1,2
2019,23,D,F,Married,5000,0,8,19000,5158,1,2
2019,66,F,F,Single,5000,0,8,22500,7373,1,2
2019,68,H,F,Married,10000,0,9,6500,4101,2,2
2019,60,D,F,Single,20000,1,5,19000,4971,2,2
2019,44,C,F,Married,14000,0,8,22500,3741,1,2
2019,39,C,M,Married,8000,1,1,15000,13223,3,2
2019,59,C,M,Married,10000,2,6,19000,1703,2,1
2019,48,A,M,Single,13000,0,4,37500,23258,1,2
2019,48,F,F,Married,11000,0,4,11000,4505,2,2
2019,57,C,M,Married,15000,1,5,13000,2519,2,1
2019,26,H,F,Single,9000,1,2,17000,830,1,1
2019,25,G,F,Married,4000,1,1,15000,21281,2,2
2019,45,F,M,Married,9000,2,2,42500,11026,2,2
2019,42,D,M,Single,7000,2,3,6500,14205,1,2
2019,40,E,M,Single,18000,2,6,9500,99102,1,2
2019,37,E,M,Married,11000,3,10,5500,3988,2,2
2019,33,E,M,Married,13000,0,4,17000,2856,2,1
2019,52,B,M,Married,9000,7,7,15000,1458,2,1
2019,28,F,M,Married,10000,0,0,15000,3103,1,1
2019,44,D,F,Divorced,13000,0,8,11000,71216,2,2
2019,62,F,M,Single,7000,4,5,55000,3842,2,2
2019,47,A,F,Single,16000,0,0,4500,8365,3,2
2019,78,E,M,Single,5000,0,0,17000,4700,1,2
2019,40,B,F,Divorced,15000,4,4,13000,1838,1,1
2019,72,E,M,Single,10000,3,9,32500,21142,2,2
2019,45,E,F,Single,18000,0,2,27500,2079,1,1
2019,58,E,M,Married,8000,0,1,13000,4471,2,2
2019,26,C,F,Single,19000,8,17,42500,36135,1,2
2019,61,C,M,Married,12000,3,3,13000,12507,1,2
2019,63,E,F,Single,14000,0,5,22500,3850,4,2
2019,40,D,M,Married,13000,1,1,19000,3331,2,1
2019,38,A,M,Single,8000,2,7,9500,10957,1,2
2019,62,C,M,Divorced,11000,1,1,95000,4708,2,2
2019,49,H,F,Widowed,11000,4,14,9500,1446,1,1
2019,39,H,M,Single,21000,0,3,17000,2749,1,1
2019,56,G,F,Single,6000,3,6,3500,2580,1,1
2019,67,B,M,Single,4000,6,16,15000,5729,2,2
2019,50,G,F,Single,4000,0,1,15000,1145,1,1
2019,29,G,F,Married,13000,4,9,15000,5617,1,2
2019,63,H,M,Married,7000,0,3,11000,21227,2,2
2019,72,D,M,Widowed,5000,0,7,17000,12402,1,2
2019,24,F,M,Single,8000,2,8,6500,15765,1,2
2019,41,B,M,Single,11000,1,8,17000,0,1,0
2019,33,D,F,Married,6000,4,11,13000,708,3,1
2019,42,G,M,Married,19000,0,4,13000,4032,2,2
2019,48,C,M,Single,10000,0,4,11000,3409,4,1
2019,36,G,F,Married,17000,2,3,32500,3096,1,1
2019,42,C,M,Married,11000,0,10,1500,23975,2,2
2019,61,B,F,Married,13000,2,3,11000,2752,2,1
2019,49,D,M,Married,14000,4,5,32500,35417,2,2
2019,31,D,F,Married,7000,3,8,5500,19078,2,2
2019,54,H,M,Single,11000,3,3,22500,5125,1,2
2019,53,E,M,Married,10000,0,8,37500,12281,1,2
2019,41,F,M,Married,15000,2,10,15000,1478,3,1
2019,80,B,F,Single,5000,0,12,13000,3830,4,2
2019,57,D,M,Single,11000,0,2,22500,8775,1,2
2019,24,C,M,Single,8000,1,2,19000,12623,2,2
2019,53,F,F,Single,12000,1,1,17000,23185,3,2
2019,69,F,M,Divorced,7000,3,4,11000,2085,1,1
2019,32,B,M,Married,13000,0,7,9500,60755,1,2
2019,38,F,M,Single,14000,4,5,47500,1668,1,1
2019,59,F,M,Married,8000,10,11,11000,3241,2,1
2019,69,G,M,Single,6000,0,4,15000,2692,1,1
2019,53,F,M,Divorced,13000,1,8,9500,8631,1,2
2019,52,H,M,Married,15000,0,0,37500,6193,2,2
2019,35,F,F,Married,5000,9,20,5500,12744,2,2
2019,63,C,M,Married,10000,0,4,11000,931,2,1
2019,44,E,F,Single,6000,1,8,11000,6084,1,2
2019,59,A,M,Married,10000,0,1,37500,7584,2,2
2019,54,B,F,Single,12000,0,0,65000,2722,2,1
2019,68,B,M,Single,5000,0,1,19000,4603,1,2
2019,36,C,M,Single,5000,9,14,19000,43390,1,2
2019,21,H,M,Married,5000,9,11,500,17387,2,2
2019,48,F,F,Married,9000,2,16,8500,12543,2,2
2019,23,G,M,Single,13000,2,5,17000,1684,2,1
2019,45,H,M,Single,12000,2,3,19000,21631,1,2
2019,52,G,F,Single,13000,0,3,37500,45131,2,2
2019,53,F,F,Single,12000,0,8,6500,27454,2,2
2019,53,H,M,Married,3000,10,16,4500,10054,2,2
2019,44,C,F,Single,4000,0,1,15000,16842,2,2
2019,71,F,M,Single,5000,1,9,1500,11376,1,2
2019,64,H,M,Single,9000,4,12,500,3815,4,2
2019,67,D,M,Single,3000,0,12,3500,12621,2,2
2019,53,B,M,Married,13000,2,3,65000,22250,2,2
2019,50,G,F,Married,8000,7,9,32500,1780,1,1
2019,53,F,F,Married,8000,0,3,15000,2598,2,1
2019,49,C,M,Married,13000,6,10,3500,1392,2,1
2019,33,E,M,Single,10000,4,8,11000,36062,1,2
2019,56,A,M,Single,4000,6,12,17000,44347,1,2
2019,36,E,M,Married,6000,0,5,22500,7531,2,2
2019,27,C,M,Single,10000,0,7,11000,10379,1,2
2019,54,C,M,Married,12000,0,7,5500,11684,2,2
2019,39,F,M,Single,19000,0,2,13000,12735,1,2
2019,69,B,M,Single,9000,1,2,19000,16248,1,2
2019,49,B,F,Single,3000,0,5,17000,12349,1,2
2019,45,H,F,Single,12000,6,15,5500,12388,1,2
2019,34,C,F,Single,10000,5,6,19000,9587,1,2
2019,51,B,M,Single,10000,0,0,42500,13954,2,2
2019,55,H,M,Divorced,12000,0,11,17000,56995,3,2
2019,36,H,F,Single,9000,2,3,8500,15536,1,2
2019,58,C,F,Single,2000,1,1,17000,20205,1,2
2019,55,C,M,Married,9000,0,5,65000,14929,2,2
2019,42,G,M,Widowed,13000,8,8,4500,2878,3,1
2019,49,E,M,Single,11000,2,10,37500,29900,4,2
2019,59,E,F,Married,18000,0,6,3500,2303,2,1
2019,59,A,F,Married,10000,0,2,19000,2940,2,1
2019,25,B,F,Married,12000,0,1,3500,10884,1,2
2019,55,E,M,Single,9000,6,13,4500,8250,1,2
2019,67,A,M,Single,8000,6,7,4500,5321,1,2
2019,55,H,M,Widowed,7000,0,8,47500,0,1,0
2019,68,G,M,Married,12000,0,6,1500,12591,1,2
2019,33,D,M,Single,14000,0,3,19000,8569,4,2
2019,56,A,M,Married,14000,5,6,19000,1796,2,1
2019,32,H,M,Divorced,4000,0,12,17000,7425,4,2
2019,46,H,M,Single,9000,0,8,13000,15190,1,2
2019,58,D,F,Married,8000,0,14,500,1697,2,1
2019,47,D,M,Married,16000,1,3,75000,6381,2,2
2019,42,A,M,Single,9000,0,3,6500,7002,1,2
2019,65,C,M,Single,4000,5,13,15000,7857,1,2
2019,48,D,M,Married,8000,0,1,19000,11198,2,2
2019,55,A,M,Single,12000,3,4,11000,24585,1,2
2019,63,E,F,Divorced,20000,1,14,6500,2039,3,1
2019,43,E,M,Married,10000,0,8,19000,10996,2,2
2019,60,H,F,Single,6000,1,9,500,8725,1,2
2019,52,E,M,Single,18000,8,9,42500,2006,1,1
2019,41,C,M,Married,14000,6,6,19000,37562,2,2
2019,55,A,F,Single,16000,0,7,8500,16848,1,2
2019,27,D,M,Married,9000,0,4,17000,24850,3,2
2019,32,E,M,Single,10000,5,5,55000,802,1,1
2019,48,B,M,Single,7000,0,2,27500,10803,2,2
2019,54,E,F,Single,13000,3,4,85000,7705,1,2
2019,55,E,M,Single,9000,1,4,37500,5474,3,2
2019,53,H,M,Married,9000,10,10,19000,5312,2,2
2019,42,C,M,Married,11000,3,7,11000,35576,1,2
2019,61,B,M,Single,11000,2,3,1500,22470,2,2
2019,59,C,M,Married,10000,0,7,19000,620,2,1
2019,23,H,M,Married,9000,0,9,5500,41802,2,2
2019,32,D,M,Single,9000,0,5,13000,24508,1,2
2019,50,B,M,Married,14000,5,7,13000,3729,1,2
2019,46,C,F,Single,6000,3,7,3500,3852,1,2
2019,69,D,F,Married,9000,2,4,11000,1857,2,1
2019,44,D,M,Married,9000,1,6,11000,11442,2,2
2019,57,F,M,Married,11000,2,10,32500,13457,1,2
2019,52,D,F,Divorced,2000,0,4,2500,8554,2,2
2019,48,F,M,Single,9000,0,16,9500,1103,1,1
2019,31,H,M,Married,11000,4,4,9500,20547,1,2
2019,35,G,M,Single,8000,0,2,55000,4017,1,2
2019,67,C,F,Married,8000,3,4,11000,6792,2,2
2019,40,F,M,Married,8000,2,2,19000,20413,2,2
2019,79,B,M,Married,3000,2,9,6500,1161,1,1
2019,20,C,M,Single,7000,3,14,13000,0,2,0
2019,54,C,M,Single,13000,2,7,15000,1425,1,1
2019,61,D,F,Single,6000,0,0,11000,8227,1,2
2019,66,C,M,Single,4000,0,8,4500,3070,1,1
2019,68,B,F,Single,12000,0,0,19000,3745,2,2
2019,29,B,F,Single,7000,5,5,150000,3830,1,2
2019,28,F,F,Single,7000,6,6,19000,3861,1,2
2019,59,A,F,Single,16000,0,0,42500,1784,1,1
2019,55,H,M,Single,9000,0,8,6500,1777,1,1
2019,24,H,M,Single,9000,7,12,6500,5031,1,2
2019,35,C,F,Single,10000,3,11,2500,9674,1,2
2019,43,G,F,Married,21000,2,8,15000,3022,2,1
2019,57,D,M,Married,8000,0,6,19000,5796,2,2
2019,37,F,F,Single,8000,3,20,17000,22097,1,2
2019,60,G,M,Single,20000,9,12,2500,51410,3,2
2019,59,H,M,Married,5000,2,17,2500,41128,2,2
2019,22,G,F,Single,7000,7,11,5500,18571,2,2
2019,32,A,M,Single,12000,2,3,22500,10318,1,2
2019,47,B,F,Single,12000,0,3,55000,10991,1,2
2019,62,G,M,Single,12000,0,6,2500,5399,3,2
2019,62,F,F,Married,9000,0,2,42500,8452,3,2
2019,32,D,M,Single,15000,5,5,11000,6913,2,2
2019,52,C,F,Single,8000,3,7,1500,2681,1,1
2019,46,H,M,Married,5000,0,4,11000,3605,2,2
2019,66,D,M,Single,4000,0,7,9500,696,3,1
2019,37,B,M,Married,9000,9,15,2500,1680,2,1
2019,35,B,F,Single,16000,0,0,17000,3180,2,1
2019,46,G,F,Single,5000,6,9,7500,1383,3,1
2019,61,A,M,Single,10000,2,2,15000,1569,3,1
2019,40,G,F,Widowed,6000,3,10,15000,1252,1,1
2019,53,F,M,Single,12000,0,1,55000,11320,3,2
2019,58,B,M,Married,6000,0,1,75000,37455,3,2
2019,62,B,F,Married,6000,0,11,9500,2660,2,1
2019,56,E,M,Single,10000,0,2,19000,2346,1,1
2019,62,D,F,Married,12000,4,5,11000,13638,2,2
2019,35,H,M,Single,12000,5,6,8500,1727,1,1
2019,32,A,M,Married,15000,1,4,15000,1332,2,1
2019,57,H,M,Single,12000,1,4,37500,30603,4,2
2019,44,D,F,Single,14000,5,7,13000,2594,1,1
2019,40,H,F,Single,18000,0,3,11000,21270,2,2
2019,55,G,F,Single,9000,10,14,5500,6195,2,2
2019,33,B,M,Married,10000,0,1,4500,18479,3,2
2019,37,F,M,Single,15000,1,12,19000,23584,2,2
2019,19,A,F,Married,3000,4,10,8500,45620,1,2
2019,61,D,M,Single,12000,0,2,13000,4640,1,2
2019,27,C,M,Single,10000,0,6,4500,3160,1,1
2019,23,F,F,Single,4000,7,17,5500,4840,1,2
2019,49,F,M,Married,8000,0,4,11000,0,2,0
2019,56,C,F,Single,20000,3,4,37500,28211,3,2
2019,72,A,M,Single,7000,3,3,32500,4866,1,2
2019,62,E,M,Single,3000,2,12,3500,9842,1,2
2019,44,E,M,Married,9000,1,1,32500,2908,1,1
2019,40,E,F,Single,20000,1,2,2500,2544,2,1
2019,51,H,F,Married,14000,0,1,8500,1500,2,1
2019,39,G,M,Single,11000,2,11,15000,6496,1,2
2019,36,A,M,Married,7000,1,4,4500,10312,1,2
2019,38,D,F,Married,9000,6,10,17000,12892,2,2
2019,32,E,F,Single,19000,7,7,11000,1855,1,1
2019,53,A,M,Married,7000,0,1,32500,13153,2,2
2019,43,A,F,Single,15000,0,3,19000,2659,2,1
2019,61,E,M,Single,14000,5,8,8500,38178,1,2
2019,49,D,F,Single,9000,1,6,11000,6834,1,2
2019,61,D,M,Single,16000,0,4,17000,68046,2,2
2019,27,A,F,Single,9000,4,4,17000,11591,1,2
2019,59,F,F,Married,5000,2,5,17000,1001,2,1
2019,21,D,M,Single,4000,3,6,15000,627,1,1
2019,63,H,M,Single,17000,0,1,15000,591,3,1
2019,36,C,F,Single,9000,3,3,11000,9283,4,2
2019,72,F,F,Married,9000,1,4,15000,6149,2,2
2019,61,H,M,Single,1000,7,16,15000,9144,1,2
2019,65,B,M,Married,10000,3,5,13000,7270,2,2
2019,39,G,M,Single,7000,0,1,13000,17945,1,2
2019,53,F,F,Married,12000,2,6,19000,4215,1,2
2019,44,B,M,Single,11000,0,3,15000,7827,3,2
2019,57,E,M,Married,13000,0,3,19000,6257,2,2
2019,74,A,M,Single,16000,3,6,11000,2909,1,1
2019,25,F,F,Single,7000,3,6,19000,8623,1,2
2019,49,D,M,Single,10000,7,9,15000,4935,1,2
2019,36,C,F,Married,16000,0,0,37500,1779,2,1
2019,32,H,M,Divorced,13000,0,8,19000,8945,2,2
2019,70,F,M,Married,11000,0,5,75000,39519,1,2
2019,31,C,F,Married,12000,0,2,11000,19490,2,2
2019,69,E,M,Single,10000,3,15,15000,28403,1,2
2019,55,D,M,Married,9000,7,14,3500,3167,2,1
2019,27,E,F,Single,14000,0,7,19000,704,1,1
2019,48,C,F,Single,10000,2,2,17000,2386,2,1
2019,59,E,M,Widowed,12000,0,2,15000,1562,1,1
2019,58,C,F,Single,12000,0,0,3500,4837,1,2
2019,62,D,M,Widowed,6000,0,3,47500,8192,1,2
2019,57,C,M,Single,11000,1,3,11000,9407,4,2
2019,74,D,F,Single,3000,1,1,19000,835,1,1
2019,68,A,F,Single,12000,0,3,6500,6891,1,2
2019,37,H,M,Single,5000,2,16,9500,12710,1,2
2019,59,D,M,Widowed,10000,3,4,11000,24235,1,2
2019,70,B,F,Single,8000,0,0,15000,44660,1,2
2019,48,E,M,Single,8000,6,10,5500,1436,1,1
2019,39,C,M,Single,12000,0,5,6500,889,1,1
2019,59,B,M,Married,15000,1,4,11000,3572,1,2
2019,58,B,M,Single,14000,0,3,47500,12289,2,2
2019,66,B,M,Divorced,12000,5,6,13000,2178,1,1
2019,72,B,F,Married,3000,3,8,5500,2521,2,1
2019,65,G,M,Single,8000,10,13,13000,4768,1,2
2019,60,D,M,Single,5000,8,8,17000,4526,1,2
2019,36,E,F,Single,7000,2,4,19000,14337,1,2
2019,58,A,M,Married,13000,5,6,5500,3401,2,1
2019,65,F,F,Single,6000,0,1,17000,1108,1,1
2019,44,E,F,Single,10000,1,6,13000,41384,2,2
2019,28,F,M,Single,12000,0,3,19000,13118,1,2
2019,46,D,F,Married,10000,1,1,47500,3674,2,2
2019,59,B,M,Married,3000,7,7,13000,2239,2,1
2019,70,F,M,Single,5000,0,3,13000,60301,3,2
2019,28,C,M,Married,14000,7,13,6500,10999,2,2
2019,33,A,M,Married,11000,3,5,15000,38251,1,2
2019,40,E,M,Single,12000,3,4,15000,11534,1,2
2019,55,E,M,Married,20000,5,5,19000,7659,2,2
2019,34,G,M,Married,9000,0,1,75000,6585,3,2
2019,71,C,M,Single,9000,3,4,19000,4585,1,2
2019,67,E,F,Single,5000,0,10,5500,1427,1,1
2019,45,G,F,Married,7000,0,3,55000,1116,2,1
2019,31,B,M,Single,14000,2,6,6500,8221,1,2
2019,20,G,M,Single,12000,10,10,8500,17296,3,2
2019,41,G,F,Widowed,8000,0,7,4500,1082,1,1
2019,39,D,M,Divorced,13000,2,4,15000,575,2,1
2019,47,B,F,Single,15000,5,7,5500,690,2,1
2019,64,D,M,Married,6000,2,2,19000,2298,2,1
2019,45,B,F,Single,7000,0,6,17000,4237,3,2
2019,57,F,M,Married,7000,0,5,7500,31723,2,2
2019,72,B,M,Single,3000,0,0,55000,5133,1,2
2019,52,D,F,Married,7000,3,3,11000,13376,2,2
2019,32,A,M,Single,20000,0,1,17000,10351,1,2
2019,26,D,F,Single,9000,3,10,1500,13310,1,2
2019,43,E,F,Married,8000,0,4,22500,8147,2,2
2019,41,F,M,Married,13000,0,2,6500,6356,1,2
2019,26,B,F,Single,7000,4,5,17000,4708,2,2
2019,47,F,M,Married,6000,2,8,19000,4625,4,2
2019,40,E,M,Single,8000,8,8,17000,16886,2,2
2019,27,B,M,Married,19000,2,2,11000,8935,2,2
2019,29,B,M,Single,8000,0,4,13000,19750,1,2
2019,34,E,F,Married,11000,0,4,13000,15170,4,2
2019,38,E,F,Single,9000,0,8,15000,19162,1,2
2019,76,A,F,Widowed,2000,0,2,22500,1689,1,1
2019,41,C,M,Single,20000,2,4,15000,12143,3,2
2019,64,E,M,Single,11000,8,17,9500,2301,4,1
2019,23,H,F,Divorced,7000,3,4,17000,3917,4,2
2019,68,F,F,Married,9000,4,4,11000,18211,1,2
2019,45,E,M,Married,5000,2,8,15000,5864,2,2
2019,46,H,F,Single,11000,4,9,15000,52201,2,2
2019,55,F,M,Single,7000,5,9,5500,2022,2,1
2019,42,E,F,Single,20000,0,3,13000,1348,1,1
2019,67,E,M,Married,4000,0,9,6500,12211,2,2
2019,25,E,M,Married,2000,2,7,8500,7675,4,2
2019,39,F,F,Married,12000,1,4,22500,22129,1,2
2019,21,E,M,Single,7000,0,2,6500,568,1,1
2019,53,E,F,Single,13000,0,4,19000,4061,4,2
2019,66,E,F,Single,11000,0,6,17000,838,1,1
2019,41,G,F,Married,8000,0,6,19000,10982,2,2
2019,26,F,F,Single,15000,6,7,27500,2320,1,1
2019,63,D,M,Single,10000,0,7,3500,13457,1,2
2019,51,E,M,Single,1000,1,1,19000,8509,1,2
2019,78,C,M,Single,8000,7,8,4500,14529,1,2
2019,40,C,M,Married,9000,2,8,7500,22602,2,2
2019,40,E,F,Single,7000,3,8,1500,7113,1,2
2019,24,F,M,Single,6000,10,18,4500,5175,2,2
2019,59,D,F,Single,11000,1,6,6500,3173,1,1
2019,58,A,F,Single,12000,7,7,37500,2152,2,1
2019,54,G,M,Single,11000,0,3,27500,3932,1,2
2019,59,D,M,Widowed,9000,9,20,5500,7779,1,2
2019,79,E,M,Single,10000,2,7,17000,6110,1,2
2019,76,B,M,Married,2000,0,0,65000,1313,3,1
2019,50,A,M,Single,2000,0,3,11000,8545,1,2
2019,61,D,F,Married,11000,1,1,13000,960,2,1
2019,28,G,M,Single,8000,9,13,4500,14562,1,2
2019,44,G,F,Single,13000,0,2,32500,4468,1,2
2019,52,E,M,Single,10000,0,7,4500,705,1,1
2019,29,G,M,Married,8000,3,13,4500,19141,1,2
2019,26,D,F,Single,9000,0,0,22500,29684,1,2
2019,38,H,M,Single,13000,2,10,15000,1859,1,1
2019,29,E,M,Single,12000,0,6,13000,593,1,1
2019,69,F,M,Single,7000,0,2,9500,8943,1,2
2019,77,H,M,Single,5000,5,6,19000,8256,4,2
2019,35,C,M,Single,4000,4,9,8500,33305,1,2
2019,31,B,M,Married,11000,2,2,8500,12130,1,2
2019,61,D,F,Married,7000,1,8,8500,821,2,1
2019,51,B,M,Married,11000,0,3,37500,721,2,1
2019,55,A,M,Single,7000,0,6,19000,27315,1,2
2019,23,E,M,Single,8000,5,7,9500,39006,1,2
2019,30,C,M,Married,14000,0,2,27500,5463,2,2
2019,49,D,M,Single,13000,0,6,37500,8346,1,2
2019,61,D,M,Married,12000,3,5,3500,856,1,1
2019,35,F,M,Single,12000,1,2,22500,14799,1,2
2019,66,B,M,Single,10000,2,3,3500,3287,1,1
2019,72,H,M,Single,5000,3,10,3500,8222,1,2
2019,52,C,M,Divorced,13000,0,4,32500,10060,1,2
2019,54,E,F,Married,16000,0,4,13000,4642,2,2
2019,50,E,F,Divorced,7000,3,3,32500,14362,2,2
2019,34,D,M,Single,10000,8,8,11000,11764,3,2
2019,62,E,M,Single,8000,0,0,15000,993,1,1
2019,35,B,F,Single,15000,2,5,95000,5836,1,2
2019,31,D,M,Single,8000,0,2,37500,9088,1,2
2019,43,D,M,Single,19000,3,3,15000,708,1,1
2019,46,G,F,Single,10000,0,3,13000,14102,2,2
2019,45,C,M,Single,21000,0,0,37500,7557,1,2
2019,32,A,M,Married,5000,2,7,19000,3890,1,2
2019,27,B,M,Widowed,12000,0,11,5500,6480,1,2
2019,56,H,M,Single,20000,1,1,15000,3549,1,2
2019,58,A,F,Married,9000,2,2,17000,3722,2,2
2019,60,C,F,Single,10000,9,14,13000,3676,1,2
2019,61,D,M,Married,11000,1,1,22500,1566,2,1
2019,63,D,M,Married,7000,1,1,15000,8885,2,2
2019,71,G,F,Married,11000,0,8,15000,1165,2,1
2019,38,F,F,Single,10000,1,6,19000,9081,2,2
2019,58,E,F,Married,7000,9,9,37500,6619,2,2
2019,30,B,F,Single,4000,10,12,4500,0,1,0
2019,36,B,M,Single,7000,2,2,27500,1769,3,1
